"isolate.id"	"sseqid"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"sample.id"	"relAb"	"n"	"iso"
"1855"	"no isolate"	"372d7ded9107b329b1ac0ea312532d3b"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Moraxellaceae"	"Psychrobacter"	"A4"	0.0082737030411449	0	"noi"
"1856"	"no isolate"	"7a3de9d58d18712dfd694419875bad66"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Moraxellaceae"	"Psychrobacter"	"A4"	0.00447227191413238	0	"noi"
"1857"	"no isolate"	"7f524e331abf9b325eb3eea4e8836969"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Moraxellaceae"	"Psychrobacter"	"A4"	0.000447227191413238	0	"noi"
"1858"	"no isolate"	"32bbf1df8c987a714e36ecc5e055ca8e"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Moraxellaceae"	"Psychrobacter"	"A4"	0.00559033989266547	0	"noi"
"1880"	"no isolate"	"9b4c65dfc1e55a11ee5b33bc9373b329"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Moraxellaceae"	"Psychrobacter"	"A4"	0.000223613595706619	0	"noi"
"2010"	"no isolate"	"d007af05bb083ff41716800d0231c75f"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Moraxellaceae"	"Psychrobacter"	"A6"	0.104965541615126	0	"noi"
"2011"	"no isolate"	"4a812a3bd9be3ab0df0f703ae4269458"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Moraxellaceae"	"Psychrobacter"	"A6"	0.0153737409436296	0	"noi"
"2012"	"no isolate"	"bff842f476d66e2cc6738874d361cfdc"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Moraxellaceae"	"Psychrobacter"	"A6"	0.00512458031454321	0	"noi"
"2013"	"no isolate"	"372d7ded9107b329b1ac0ea312532d3b"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Moraxellaceae"	"Psychrobacter"	"A6"	0.00989574129704895	0	"noi"
"2014"	"no isolate"	"852c7481144db9515ee723563b46b98a"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Moraxellaceae"	"Psychrobacter"	"A6"	0.00176709666018731	0	"noi"
"2015"	"no isolate"	"478c312b0c130fa3e1caf00c2386849b"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Moraxellaceae"	"Psychrobacter"	"A6"	0.000530128998056194	0	"noi"
"2016"	"no isolate"	"7a3de9d58d18712dfd694419875bad66"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Moraxellaceae"	"Psychrobacter"	"A6"	0.0102491606290864	0	"noi"
"2017"	"no isolate"	"7f524e331abf9b325eb3eea4e8836969"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Moraxellaceae"	"Psychrobacter"	"A6"	0.000530128998056194	0	"noi"
"2018"	"no isolate"	"940413b6781f4759dae7763613bed032"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Moraxellaceae"	"Psychrobacter"	"A6"	0.0404665135182894	0	"noi"
"2019"	"no isolate"	"32bbf1df8c987a714e36ecc5e055ca8e"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Moraxellaceae"	"Psychrobacter"	"A6"	0.026329740236791	0	"noi"
"2154"	"no isolate"	"d007af05bb083ff41716800d0231c75f"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Moraxellaceae"	"Psychrobacter"	"A8"	0.0101522842639594	0	"noi"
"2155"	"no isolate"	"940413b6781f4759dae7763613bed032"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Moraxellaceae"	"Psychrobacter"	"A8"	0.00846023688663283	0	"noi"
"2156"	"no isolate"	"32bbf1df8c987a714e36ecc5e055ca8e"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Moraxellaceae"	"Psychrobacter"	"A8"	0.0050761421319797	0	"noi"
"99"	"no isolate"	"970bb50f8f03c2d0952c6b4c436d6f6d"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"A1"	0.000808570851020821	0	"noi"
"100"	"no isolate"	"2605da6501fc62aaec0572060a1e32f2"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"A1"	0.00141499898928644	0	"noi"
"101"	"no isolate"	"e8dc08f4dc93b3d2a6e540f8352666c4"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"A1"	0.000808570851020821	0	"noi"
"102"	"no isolate"	"396db32aea130fa6d6c49bd23a3a5b59"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"A1"	0.000606428138265616	0	"noi"
"184"	"no isolate"	"502f5b435ccffdfeba181c6a6c150835"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"B2"	0.000985221674876847	0	"noi"
"185"	"no isolate"	"3f16e1ce4ec1c05e4d6dd076a51159f0"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"B2"	0.0103448275862069	0	"noi"
"186"	"no isolate"	"a95c92ad057df03ecf4fd0e2b46da6d7"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"B2"	0.0147783251231527	0	"noi"
"187"	"no isolate"	"d8f2be4db5d09bc2032c0faae7b60637"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"B2"	0.00738916256157635	0	"noi"
"188"	"no isolate"	"791b5b3d5f34982976da7898a2d1764f"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"B2"	0.00246305418719212	0	"noi"
"189"	"no isolate"	"14b5e4123e0f3c4ae869b7266934a15f"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"B2"	0.0206896551724138	0	"noi"
"190"	"no isolate"	"0a8db22a9d9bc03ae4aa272d275d38d1"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"B2"	0.0472906403940887	0	"noi"
"191"	"no isolate"	"324c895b46a4b865f851ce17a3d928ab"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"B2"	0.00788177339901478	0	"noi"
"192"	"no isolate"	"80abe9dac23fdb578725808019c60cd4"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"B2"	0.000985221674876847	0	"noi"
"193"	"no isolate"	"472005d34803ac3989de981181c27b4f"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"B2"	0.00640394088669951	0	"noi"
"288"	"no isolate"	"502f5b435ccffdfeba181c6a6c150835"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"B3"	0.00201612903225806	0	"noi"
"289"	"no isolate"	"802d84a9a3757c576afe024ecb89b9be"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"B3"	0.0030241935483871	0	"noi"
"290"	"no isolate"	"3f16e1ce4ec1c05e4d6dd076a51159f0"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"B3"	0.0196572580645161	0	"noi"
"291"	"no isolate"	"a95c92ad057df03ecf4fd0e2b46da6d7"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"B3"	0.0813172043010753	0	"noi"
"292"	"no isolate"	"d8f2be4db5d09bc2032c0faae7b60637"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"B3"	0.0344422043010753	0	"noi"
"293"	"no isolate"	"791b5b3d5f34982976da7898a2d1764f"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"B3"	0.00621639784946237	0	"noi"
"294"	"no isolate"	"14b5e4123e0f3c4ae869b7266934a15f"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"B3"	0.00940860215053763	0	"noi"
"295"	"no isolate"	"0a8db22a9d9bc03ae4aa272d275d38d1"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"B3"	0.037130376344086	0	"noi"
"296"	"no isolate"	"324c895b46a4b865f851ce17a3d928ab"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"B3"	0.0134408602150538	0	"noi"
"297"	"no isolate"	"99d20aab97a1d0e4bd35aa5281f4924f"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"B3"	0.000336021505376344	0	"noi"
"298"	"no isolate"	"80abe9dac23fdb578725808019c60cd4"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"B3"	0.000672043010752688	0	"noi"
"299"	"no isolate"	"d9b256a97dbd0c083aa0d987fe7ff5bb"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"B3"	0.00084005376344086	0	"noi"
"300"	"no isolate"	"13e8a777a9e592c03614aeb0b81b0d06"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"B3"	0.000672043010752688	0	"noi"
"301"	"no isolate"	"ba4a7fae1fff8987c135fca829e7badd"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"B3"	0.000672043010752688	0	"noi"
"302"	"no isolate"	"472005d34803ac3989de981181c27b4f"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"B3"	0.00772849462365591	0	"noi"
"468"	"no isolate"	"2605da6501fc62aaec0572060a1e32f2"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"B4"	0.0187026515151515	0	"noi"
"469"	"no isolate"	"b8f1647a9a2597e71b4917a801a0bf95"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"B4"	0.000710227272727273	0	"noi"
"470"	"no isolate"	"0a8db22a9d9bc03ae4aa272d275d38d1"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"B4"	0.00142045454545455	0	"noi"
"471"	"no isolate"	"e3d0a32a9333aa263af4d16480e311ae"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"B4"	0.000710227272727273	0	"noi"
"472"	"no isolate"	"d0ad856184312cfeb9b51340a590fced"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"B4"	0.00355113636363636	0	"noi"
"473"	"no isolate"	"69e11d21f98042e08a5f072e61833009"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"B4"	0.000236742424242424	0	"noi"
"474"	"no isolate"	"80abe9dac23fdb578725808019c60cd4"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"B4"	0.00236742424242424	0	"noi"
"475"	"no isolate"	"472005d34803ac3989de981181c27b4f"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"B4"	0.00213068181818182	0	"noi"
"547"	"no isolate"	"502f5b435ccffdfeba181c6a6c150835"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"B5"	0.00241351568785197	0	"noi"
"548"	"no isolate"	"a95c92ad057df03ecf4fd0e2b46da6d7"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"B5"	0.0321802091713596	0	"noi"
"549"	"no isolate"	"0a8db22a9d9bc03ae4aa272d275d38d1"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"B5"	0.00884955752212389	0	"noi"
"550"	"no isolate"	"4d69be34acd4d739ae08b9718fa0874d"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"B5"	0.00160901045856798	0	"noi"
"551"	"no isolate"	"472005d34803ac3989de981181c27b4f"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"B5"	0.00241351568785197	0	"noi"
"559"	"AAPC_023.27F"	"f6c0e8aaaf1716abc67c1614799b6d31"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"B6"	0.00704753336332284	7	"i"
"623"	"no isolate"	"f0d0b25e7a454d98c9fafdc0cad11f48"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"B6"	0.000449842555105713	0	"noi"
"624"	"no isolate"	"2605da6501fc62aaec0572060a1e32f2"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"B6"	0.000899685110211426	0	"noi"
"625"	"no isolate"	"838224eed4691a86e9610ab40e649bef"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"B6"	0.000449842555105713	0	"noi"
"626"	"no isolate"	"67772a853f623639fafc9f27ccfede47"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"B6"	0.000149947518368571	0	"noi"
"627"	"no isolate"	"df494db3dcf3f21e937e00f73140cd4f"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"B6"	0.000899685110211426	0	"noi"
"628"	"no isolate"	"80abe9dac23fdb578725808019c60cd4"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"B6"	0.000449842555105713	0	"noi"
"736"	"no isolate"	"502f5b435ccffdfeba181c6a6c150835"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"B8"	0.0149582050153982	0	"noi"
"737"	"no isolate"	"802d84a9a3757c576afe024ecb89b9be"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"B8"	0.00615926088869336	0	"noi"
"738"	"no isolate"	"3f16e1ce4ec1c05e4d6dd076a51159f0"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"B8"	0.0167179938407391	0	"noi"
"739"	"no isolate"	"a95c92ad057df03ecf4fd0e2b46da6d7"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"B8"	0.0593928728552574	0	"noi"
"740"	"no isolate"	"d8f2be4db5d09bc2032c0faae7b60637"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"B8"	0.0180378354597448	0	"noi"
"741"	"no isolate"	"791b5b3d5f34982976da7898a2d1764f"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"B8"	0.00395952485701716	0	"noi"
"742"	"no isolate"	"14b5e4123e0f3c4ae869b7266934a15f"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"B8"	0.00791904971403432	0	"noi"
"743"	"no isolate"	"0a8db22a9d9bc03ae4aa272d275d38d1"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"B8"	0.0307963044434668	0	"noi"
"744"	"no isolate"	"13d4ec4075fd5d7c611ad103b3d4f363"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"B8"	0.00527936647602288	0	"noi"
"745"	"no isolate"	"324c895b46a4b865f851ce17a3d928ab"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"B8"	0.00835899692036956	0	"noi"
"746"	"no isolate"	"99d20aab97a1d0e4bd35aa5281f4924f"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"B8"	0.00395952485701716	0	"noi"
"747"	"no isolate"	"d9b256a97dbd0c083aa0d987fe7ff5bb"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"B8"	0.00351957765068192	0	"noi"
"748"	"no isolate"	"472005d34803ac3989de981181c27b4f"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"B8"	0.00747910250769908	0	"noi"
"850"	"no isolate"	"8bd8f548bb8fb386cce432c808fd30f3"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"C1"	0.0149413020277481	0	"noi"
"851"	"no isolate"	"f0d0b25e7a454d98c9fafdc0cad11f48"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"C1"	0.01974386339381	0	"noi"
"852"	"no isolate"	"2605da6501fc62aaec0572060a1e32f2"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"C1"	0.0944503735325507	0	"noi"
"853"	"no isolate"	"0a8db22a9d9bc03ae4aa272d275d38d1"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"C1"	0.00106723585912487	0	"noi"
"854"	"no isolate"	"1fff7253034b264b1073bed721fea290"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"C1"	0.00533617929562433	0	"noi"
"855"	"no isolate"	"d0ad856184312cfeb9b51340a590fced"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"C1"	0.0080042689434365	0	"noi"
"856"	"no isolate"	"df494db3dcf3f21e937e00f73140cd4f"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"C1"	0.00373532550693703	0	"noi"
"857"	"no isolate"	"27dd46173e409a9e9bace2ce26ef2441"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"C1"	0.000533617929562433	0	"noi"
"858"	"no isolate"	"80abe9dac23fdb578725808019c60cd4"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"C1"	0.0272145144076841	0	"noi"
"859"	"no isolate"	"472005d34803ac3989de981181c27b4f"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"C1"	0.0170757737459979	0	"noi"
"967"	"no isolate"	"2605da6501fc62aaec0572060a1e32f2"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"C3"	0.00113765642775882	0	"noi"
"968"	"no isolate"	"7c2d43045f304527c3867e78264fa474"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"C3"	0.00113765642775882	0	"noi"
"969"	"no isolate"	"c7051d5b55d7749f40a10af7ae5ac8f8"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"C3"	0.000853242320819113	0	"noi"
"970"	"no isolate"	"36806ba919c700b3ef56f2bb2d2824db"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"C3"	0.00455062571103527	0	"noi"
"971"	"no isolate"	"6bbd7bba217c65de30980d87c5b88ca3"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"C3"	0.00113765642775882	0	"noi"
"1047"	"no isolate"	"502f5b435ccffdfeba181c6a6c150835"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"A2"	0.0929105231266411	0	"noi"
"1048"	"no isolate"	"b4514a5e85fcd3c2b74abdb9b8e2fbd2"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"A2"	0.0282771157341951	0	"noi"
"1049"	"no isolate"	"f0d0b25e7a454d98c9fafdc0cad11f48"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"A2"	0.000403958796202787	0	"noi"
"1050"	"no isolate"	"caf056905955d4fad48fca78fdf49b70"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"A2"	0.00403958796202787	0	"noi"
"1051"	"no isolate"	"3e3f3d95c7e20504fa7e3cabe48014ce"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"A2"	0.00807917592405575	0	"noi"
"1052"	"no isolate"	"2605da6501fc62aaec0572060a1e32f2"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"A2"	0.00161583518481115	0	"noi"
"1053"	"no isolate"	"802d84a9a3757c576afe024ecb89b9be"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"A2"	0.00121187638860836	0	"noi"
"1054"	"no isolate"	"554b719350dee2805d87e95e14137d0c"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"A2"	0.00242375277721672	0	"noi"
"1055"	"no isolate"	"efc9ce7ad0f865c58c3d2935492065cc"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"A2"	0.0030296909715209	0	"noi"
"1056"	"no isolate"	"4a57f78d3d36afa853016727487b6937"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"A2"	0.00565542314683902	0	"noi"
"1057"	"no isolate"	"61859d0b9bd10bc32228ceda00b2b730"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"A2"	0.00181781458291254	0	"noi"
"1058"	"no isolate"	"3f16e1ce4ec1c05e4d6dd076a51159f0"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"A2"	0.0062613613411432	0	"noi"
"1059"	"no isolate"	"a95c92ad057df03ecf4fd0e2b46da6d7"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"A2"	0.0311048273076146	0	"noi"
"1060"	"no isolate"	"d8f2be4db5d09bc2032c0faae7b60637"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"A2"	0.0129266814784892	0	"noi"
"1061"	"no isolate"	"791b5b3d5f34982976da7898a2d1764f"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"A2"	0.00141385578670976	0	"noi"
"1062"	"no isolate"	"14b5e4123e0f3c4ae869b7266934a15f"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"A2"	0.00484750555443345	0	"noi"
"1063"	"no isolate"	"0a8db22a9d9bc03ae4aa272d275d38d1"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"A2"	0.0173702282367199	0	"noi"
"1064"	"no isolate"	"324c895b46a4b865f851ce17a3d928ab"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"A2"	0.00424156736012927	0	"noi"
"1065"	"no isolate"	"142c19227b1a4a2f3d8f84347f79cd14"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"A2"	0.00767521712785296	0	"noi"
"1066"	"no isolate"	"7a23c85e6009873e4282730a3c129258"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"A2"	0.000807917592405575	0	"noi"
